Skills,Developer,Permission,Traceability,Category,sub-category,Account Linking,customer reviews,Rating,Cost
Hideaway Pizza,"by Vocinate, Inc.",['Device Address'],c,Food & Drink,Delivery & Takeout,,,3.6 out of 5 stars,Free to Enable
Bar Finder,by Jon Ross,['Device Address'],c,Food & Drink,"Restaurant Booking, Info & Reviews",,No customer reviews,5.0 out of 5 stars,Free to Enable
Culver's,by Culver's,['Device Address'],c,Food & Drink,"Restaurant Booking, Info & Reviews",Account linking required,,5.0 out of 5 stars,Free to Enable
Food Hero,by Aaron Eikenberry,['Device Country and Postal Code'],c,Food & Drink,"Restaurant Booking, Info & Reviews",,No customer reviews,,Free to Enable
Hungry Bot,by Ziffeler,['Device Address'],c,Food & Drink,"Restaurant Booking, Info & Reviews",,No customer reviews,,Free to Enable
I Need a Gyro,by humegatech,['Device Address'],c,Food & Drink,"Restaurant Booking, Info & Reviews",,No customer reviews,,
Independence Pizza,"by Futuri Media, LLC.",['Device Address'],c,Food & Drink,"Restaurant Booking, Info & Reviews",,,3.8 out of 5 stars,Free to Enable
Metro Super Saver,by Metro Super Saver,['Mobile Number'],c,Food & Drink,"Restaurant Booking, Info & Reviews",,,4.2 out of 5 stars,Free to Enable
MKE Flavors - Milwaukee Frozen Custard Flavors,by Rob Morris,['Device Address'],c,Food & Drink,"Restaurant Booking, Info & Reviews",,No customer reviews,,Free to Enable
Place Finder,by nukasoft,['Device Country and Postal Code'],c,Food & Drink,"Restaurant Booking, Info & Reviews",,No customer reviews,,Free to Enable
Restaurant Finder,by Garrett Vargas,"['Device Country and Postal Code', 'Location Services']",c,Food & Drink,"Restaurant Booking, Info & Reviews",,No customer reviews,4.0 out of 5 stars,Free to Enable
Seattle Food Truck Finder (Unofficial),by Tronbot,['Device Address'],c,Food & Drink,"Restaurant Booking, Info & Reviews",,No customer reviews,,Free to Enable
Smart Hotel,by Digital Equipments,['Device Address'],c,Food & Drink,"Restaurant Booking, Info & Reviews",,No customer reviews,,
Smart Hotels,by Digital Equipments,['Device Address'],c,Food & Drink,"Restaurant Booking, Info & Reviews",,,5.0 out of 5 stars,Free to Enable
Texas Roadhouse,by TexasRoadhouse,['Device Country and Postal Code'],c,Food & Drink,"Restaurant Booking, Info & Reviews",,,3.4 out of 5 stars,Free to Enable
The All American Steakhouse Ashburn,by Digital Diner,"['Email Address', 'Full Name', 'Device Address']",c,Food & Drink,"Restaurant Booking, Info & Reviews",,,4.4 out of 5 stars,Free to Enable
Beer Buddy,by brettswift,['Device Country and Postal Code'],c,Food & Drink,Wine & Beverages,,No customer reviews,,Free to Enable
Find My Coffee—Starbucks® At Home,by Starbucks at Home Coffee,"['Lists Read Access', 'Lists Write Access']",c,Food & Drink,Wine & Beverages,,,,4.1 out of 5 stars
Find My CoffeeóStarbucksÆ At Home,by Starbucks at Home Coffee,"['Lists Read Access', 'Lists Write Access']",c,Food & Drink,Wine & Beverages,Account linking required,No customer reviews,,Free to Enable
Happy Hour,by Diageo,['Device Country and Postal Code'],c,Food & Drink,Wine & Beverages,,No customer reviews,,Free to Enable
Game Master,by Michael A Olson,['Lists Read Access'],c,Games & Trivia,Game Info & Accessories,,,3.1 out of 5 stars,Free to Enable
Ohio Lottery,by Marcus Thomas LLC,['Device Address'],c,Games & Trivia,Game Info & Accessories,,No customer reviews,,Free to Enable
TTS Donation Messages,by tdot,['Email Address'],c,Games & Trivia,Game Info & Accessories,,,3.4 out of 5 stars,Free to Enable
Big Cat Rescue,by Big Cat,"['Full Name', 'Email Address']",c,Games & Trivia,Games,,No customer reviews,,Free to Enable
Blackjack Game,by Garrett Vargas,"['Given Name', 'Reminders']",c,Games & Trivia,Games,Account linking required,,2.8 out of 5 stars,Free to Enable
Chatter,by Volley Inc.,['Mobile Number'],c,Games & Trivia,Games,,,No customer reviews,4.7 out of 5 stars
connexion quiz,by Macde,['Full Name'],c,Games & Trivia,Games,,,3.8 out of 5 stars,
Guess My Name,by Matchbox.io Inc,['Device Address'],c,Games & Trivia,Games,,No customer reviews,,Free to Enable
Guess My Name,by www.opearlo.com,"['Device Address', 'Reminders']",c,Games & Trivia,Games,,No customer reviews,,Free to Enable
Guess The Number,by Devilz Workshop,['Given Name'],c,Games & Trivia,Games,,,3.3 out of 5 stars,Free to Enable
Kentucky Lottery,by Kentucky Lottery,['Device Address'],c,Games & Trivia,Games,,No customer reviews,,Free to Enable
KIG,by KIG,"['Full Name', 'Email Address']",c,Games & Trivia,Games,,,3.8 out of 5 stars,Free to Enable
Movie Quiz by Film Companion,by Winimy Pte. Ltd.,"['Full Name', 'Email Address']",c,Games & Trivia,Games,,No customer reviews,,Free to Enable
Olympic Channel,by Olympic Channel Services,['Device Address'],c,Games & Trivia,Games,,,No customer reviews,5.0 out of 5 stars
Slot Machine,by Garrett Vargas,"['Given Name', 'Reminders']",c,Games & Trivia,Games,,,4.3 out of 5 stars,Free to Enable
Starfinder,by Paizo - Alexa Games,"['Alexa Notifications', 'Email Address']",c,Games & Trivia,Games,,,5.0 out of 5 stars,Free to Enable
Talkie Cricket - Voice Game,by Dream Codes,['Given Name'],c,Games & Trivia,Games,,No customer reviews,4.0 out of 5 stars,Free to Enable
The 3% Challenge,by Doppio Games,"['Reminders', 'Email Address']",c,Games & Trivia,Games,,No customer reviews,,Free to Enable
Twister,"by Hasbro, Inc.",['Lists Write Access'],c,Games & Trivia,Games,,No customer reviews,,Free to Enable
Bublé Daily,by Michael Bublé,['Device Country and Postal Code'],c,Games & Trivia,Knowledge & Trivia,,,,3.0 out of 5 stars
BublÈ Daily,by Michael BublÈ,['Device Country and Postcode'],c,Games & Trivia,Knowledge & Trivia,,No customer reviews,,Free to Enable
Civics Quiz - USCIS Naturalization Test,by AuTek,['Device Country and Postal Code'],c,Games & Trivia,Knowledge & Trivia,,,,3.4 out of 5 stars
Fake Police Call,by HLV,['Device Address'],c,Games & Trivia,Knowledge & Trivia,,,No customer reviews,
Jeopardy!,by Sony Pictures Television,"['Device Country and Postal Code', 'Full Name', 'Email Address']",c,Games & Trivia,Knowledge & Trivia,,No customer reviews,,Free to Enable
OtakuGeneration,by Alpha Voice,['Device Address'],c,Games & Trivia,Knowledge & Trivia,,,No customer reviews,
POV,by POV,['Device Country and Postal Code'],c,Games & Trivia,Knowledge & Trivia,,,No customer reviews,
Quiz of the Day,by Aawaz,['Device Address'],c,Games & Trivia,Knowledge & Trivia,,No customer reviews,5.0 out of 5 stars,Free to Enable
Tech Trivia,by BOT Employee,['Email Address'],c,Games & Trivia,Knowledge & Trivia,,,1.8 out of 5 stars,Free to Enable
The Phantom of the Opera Broadway,by satisfi,"['Alexa Notifications', 'Email Address', 'Amazon Pay']",c,Games & Trivia,Knowledge & Trivia,,,No customer reviews,3.3 out of 5 stars
Train Your Brain - Odd One Out,by Voxogenic,"['Given Name', 'Email Address']",c,Games & Trivia,Knowledge & Trivia,,No customer reviews,,Free to Enable
Tyro Tarot card of the day,by Outlook Amusements Inc.,['Location Services'],c,Games & Trivia,Knowledge & Trivia,,No customer reviews,,Free to Enable
Who Wants to Be a Millionaire,by Sony Pictures Television,"['Device Address', 'Full Name', 'Email Address', 'Mobile Number']",c,Games & Trivia,Knowledge & Trivia,,No customer reviews,,Free to Enable
24GO by 24 Hour Fitness,by Your Trainer,['Device Address'],c,Health & Fitness,Health & Fitness,,No customer reviews,5.0 out of 5 stars,Free to Enable
Allina Health ER Wait Times,by Allina Health Systems,"['Device Country and Postal Code', 'Location Services']",c,Health & Fitness,Health & Fitness,,,3.8 out of 5 stars,Free to Enable
Aura Smart Air,by Aura,"['Device Country and Postal Code', 'Location Services']",c,Health & Fitness,Health & Fitness,,No customer reviews,,Free to Enable
Babybeeps,by Sensory Health Systems,"['Alexa Notifications', 'Device Address']",c,Health & Fitness,Health & Fitness,,Account linking required,No customer reviews,
Bedtime Stories,by Volley Inc.,"['Email Address', 'First Name']",c,Health & Fitness,Health & Fitness,,Account linking available,,3.5 out of 5 stars
Equinox,by Equinox,['Device Address'],c,Health & Fitness,Health & Fitness,,,2.6 out of 5 stars,Free to Enable
Filtrete Smart,by 3M Company,"['Lists Read Access', 'Lists Write Access', 'Device Country and Postal Code']",c,Health & Fitness,Health & Fitness,,No customer reviews,5.0 out of 5 stars,Free to Enable
Healthy Weight,by Kaiyin Hu,"['Lists Read Access', 'Lists Write Access']",c,Health & Fitness,Health & Fitness,,,No customer reviews,5.0 out of 5 stars
IntelaCare - Brain Coach,by IntelaCare,['Device Country and Postal Code'],c,Health & Fitness,Health & Fitness,,No Customers Reviews,No customer Ratings,Free to Enable
Med Friend,by Lee,['Given Name'],c,Health & Fitness,Health & Fitness,Account linking required,,5.0 out of 5 stars,Free to Enable
Merrell,by Wolverine Worldwide,"['Device Address', 'Location Services']",c,Health & Fitness,Health & Fitness,,No customer reviews,,Free to Enable
Muscle Town,by Annish,['Full Name'],c,Health & Fitness,Health & Fitness,Account linking required,No customer reviews,,Free to Enable
"My Day, a well-being program for older adults","by Well.Said, Inc.","['Email Address', 'Reminders']",c,Health & Fitness,Health & Fitness,,,5.0 out of 5 stars,Free to Enable
My Inspira,by Inspira Innovations,['Device Address'],c,Health & Fitness,Health & Fitness,,,No customer reviews,
My Medicine Man,by careringer,['Device Address'],c,Health & Fitness,Health & Fitness,Account linking required,No customer reviews,,Free to Enable
MyDoctorFinder,by Calcutta Club USA,['Device Country and Postal Code'],c,Health & Fitness,Health & Fitness,,,No customer reviews,4.0 out of 5 stars
New Hanover Regional Medical Center,by New Hanover Regional Medical Center,"['Lists Read Access', 'Device Address', 'Lists Write Access']",c,Health & Fitness,Health & Fitness,,,,5.0 out of 5 stars
Norton Healthcare,by Norton Healthcare,['Device Address'],c,Health & Fitness,Health & Fitness,,,3.0 out of 5 stars,
Okaya,by SmartNotify,['Email Address'],c,Health & Fitness,Health & Fitness,,No customer reviews,,Free to Enable
Omron Health,"by Omron Healthcare, Inc.","['Alexa Notifications', 'Device Country and Postal Code', 'Email Address', 'Reminders']",c,Health & Fitness,Health & Fitness,,,4.8 out of 5 stars,Free to Enable
OnGuardian,by OnGuardian Apps LLC,['Device Address'],c,Health & Fitness,Health & Fitness,,No customer reviews,,Free to Enable
Palmnest,by Sensory Health Systems,"['Alexa Notifications', 'Device Address']",c,Health & Fitness,Health & Fitness,,Account linking required,No customer reviews,
PiCO Home,by brilcom,['Device Country and Postal Code'],c,Health & Fitness,Health & Fitness,,No customer reviews,5.0 out of 5 stars,Free to Enable
Plume Labs,by Plume Labs,"['Device Address', 'Alexa Notifications']",c,Health & Fitness,Health & Fitness,,,,3.5 out of 5 stars
Propeller,by Propeller Health,['Device Address'],c,Health & Fitness,Health & Fitness,,,,3.9 out of 5 stars
Reebok Sneaker Drop,by MagicCo,"['Device Country and Postal Code', 'Full Name', 'Email Address', 'Reminders']",c,Health & Fitness,Health & Fitness,Account linking required,,5.0 out of 5 stars,Free to Enable
Ring of Support,by MEMOTEXT Corporation,"['Alexa Notifications', 'Device Address', 'Reminders']",c,Health & Fitness,Health & Fitness,,No customer reviews,1.0 out of 5 stars,Free to Enable
Stress Relief: Music Sound,by ixartz,['Email Address'],c,Health & Fitness,Health & Fitness,,,4.1 out of 5 stars,Free to Enable
Sulli the Diabetes Guru,by Roche,"['Device Country and Postal Code', 'Reminders', 'Alexa Notifications']",c,Health & Fitness,Health & Fitness,,No customer reviews,,Free to Enable
Symptom Helper,by RAK,"['Lists Read Access', 'Lists Write Access', 'Reminders']",c,Health & Fitness,Health & Fitness,Account linking required,,3.9 out of 5 stars,Free to Enable
treat well,by nSimpl Software Solutions Pvt Ltd,"['Lists Read Access', 'Lists Write Access']",c,Health & Fitness,Health & Fitness,,,2.9 out of 5 stars,Free to Enable
UCHealth,by UCHealth,"['Full Name', 'Mobile Number']",c,Health & Fitness,Health & Fitness,,No customer reviews,,Free to Enable
ULTRA Running,by ABInBev,['Email Address'],c,Health & Fitness,Health & Fitness,Account linking required,,5.0 out of 5 stars,Free to Enable
Utah Air Quality,by Scott Thomas Davis,['Device Country and Postal Code'],c,Health & Fitness,Health & Fitness,,,2.2 out of 5 stars,
Veterans Health,by GeoffClapp,['Device Address'],c,Health & Fitness,Health & Fitness,,,4.1 out of 5 stars,Free to Enable
Vital Signs,by Gerry,"['First Name', 'Email Address']",c,Health & Fitness,Health & Fitness,,,5.0 out of 5 stars,Free to Enable
VoiceR,by GoFind Inc,"['Full Name', 'Email Address', 'Mobile Number', 'Reminders']",c,Health & Fitness,Health & Fitness,,No customer reviews,2.9 out of 5 stars,Free to Enable
Wynd Air Tracker,"by Wynd Technologies, Inc.",['Device Address'],c,Health & Fitness,Health & Fitness,,No customer reviews,3.0 out of 5 stars,Free to Enable
Zeek Bar,by Zeek Bar,['Amazon Pay'],c,Health & Fitness,Health & Fitness,,No customer reviews,,Free to Enable
Zen Meditation: Relaxing Music | Relax your mind,by ixartz,['Email Address'],c,Health & Fitness,Health & Fitness,,,3.4 out of 5 stars,Free to Enable
Zen Spa: Relaxing Sound | Relax your mind,by ixartz,['Email Address'],c,Health & Fitness,Health & Fitness,,No customer reviews,,Free to Enable
Adur & Worthing Refuse,by Chris Baker,['Device Address'],c,Home Services,Home Services,,,3.0 out of 5 stars,Free to Enable
Assistant by Victoria,by Victoria,"['Lists Read Access', 'Lists Write Access']",c,Home Services,Home Services,,No customer reviews,,Free to Enable
Bin Collection Day Cheshire East,by dc2tom,['Device Address'],c,Home Services,Home Services,Account linking required,,5.0 out of 5 stars,Free to Enable
Bin Day: Stratford-upon-Avon,by Philip How,['Device Address'],c,Home Services,Home Services,,,4.1 out of 5 stars,Free to Enable
bin robot,by Liam McBlahblah,['Device Address'],c,Home Services,Home Services,Account linking available,,5.0 out of 5 stars,Free to Enable
Brighton & Hove Refuse,by Chris Baker,['Device Address'],c,Home Services,Home Services,,No customer reviews,5.0 out of 5 stars,Free to Enable
Cambridge Bin Collection,by onurguner,['Device Country and Postcode'],c,Home Services,Home Services,,No customer reviews,,Free to Enable
Canterbury Bin Day,by The Media Dudes,['Device Address'],c,Home Services,Home Services,,No customer reviews,,Free to Enable
